ABLE7;AT16;CTRATIO;ETOT;FEMALE;LOGINC;N;OLDSIB;YNGSIB;SCHOOL
65;3;18.2963;9;1;3.555348;2037;0;2;0
27.5;3;19.17949;0;1;3.218876;2039;0;2;0
25;3;18.15686;0;0;1.098612;2041;0;3;0
95;3;14.76923;7;1;4.007333;2043;0;1;0
62.5;2;18.15686;0;0;3.86073;2045;0;3;0
87.5;2;17.24675;11;0;3.624341;2047;0;2;0
80;1;16.23288;8;1;3.314186;2049;0;0;1
30;1;17.24675;12;0;3.86073;2051;0;2;1
90;3;17.5;8;1;4.722953;2053;0;3;0
82.5;2;18;11;0;4.135167;2055;0;1;0
95;1;18.22388;8;1;3.48124;2057;0;2;1
62.5;2;14.8;7;0;3.749504;2059;0;1;0
92.5;1;18.03773;9;0;4.051785;2061;0;3;1
97.5;3;19.83871;5;1;3.48124;2063;0;0;0
60;1;18.77632;6;0;4.283587;2065;0;1;1
62.5;3;19;1;0;3.401197;2067;1;2;0
82.5;2;20.13333;6;0;3.688879;2069;0;0;0
67.5;3;16.16667;7;1;3.86073;2071;0;2;0
60;3;15.21429;5;1;3.749504;2073;0;1;0
87.5;3;20.13333;6;0;3.749504;2075;0;1;0
92.5;1;20.06897;7;0;3.828641;2077;0;1;1
32.5;2;16.16981;1;0;3.912023;2079;0;0;0
75;1;16.46575;9;1;4.412798;2081;0;1;1
60;3;18.20513;3;1;4.094345;2083;0;0;0
70;3;18.46154;0;0;3.688879;2085;1;4;0
90;3;19.56818;9;1;3.86073;2087;2;0;0
95;2;18.22388;8;1;3.688879;2089;1;2;0
90;3;18.76471;4;0;3.960813;2091;1;1;0
87.5;1;17.87879;8;0;3.86073;2093;1;0;1
67.5;3;18.85714;7;1;3.113515;2095;1;0;0
95;2;18.38889;5;1;3.86073;2097;1;0;0
92.5;2;14;8;1;3.86073;2099;1;1;0
87.5;2;18.87755;7;0;4.051785;2101;1;2;0
40;2;18.35052;5;0;3.749504;2103;1;0;0
85;1;16;6;1;4.007333;2105;0;0;1
95;1;18.47826;7;0;4.051785;2107;0;1;1
20;3;17.63636;0;1;3.218876;2109;0;3;0
75;3;18.20513;10;1;4.094345;2111;0;0;0
92.5;2;19.44118;7;1;3.749504;2113;0;1;0
52.5;3;14.59184;8;1;4.553877;2115;1;0;0
100;1;14.51667;8;1;4.248495;2117;0;3;1
100;1;18.40625;9;0;3.555348;2119;1;2;1
55;1;17.87879;8;0;4.051785;2121;0;1;1
82.5;3;14.04839;3;1;3.688879;2123;1;0;0
82.5;3;16.32609;9;1;3.86073;2125;0;1;0
85;1;16.85294;8;1;3.218876;2127;1;1;1
85;2;16.85294;6;1;3.688879;2129;0;2;0
10;3;14.73684;0;1;4.051785;2131;1;3;0
77.5;2;19.68421;14;1;3.828641;2133;0;1;0
82.5;1;17.1625;8;0;3.772761;2135;0;1;1
87.5;1;17.21428;9;1;4.65396;2137;0;0;1
95;1;15.93617;10;0;4.248495;2139;0;1;1
80;3;20.63636;3;1;3.624341;2141;0;1;0
92.5;1;18.94444;8;0;4.350278;2143;0;1;1
92.5;2;16.27119;4;0;3.624341;2145;0;3;0
85;3;16.32609;7;1;3.349904;2147;0;1;0
95;3;19.56818;3;1;3.583519;2149;0;1;0
87.5;3;18.25243;9;1;2.995732;2151;1;1;0
62.5;3;18.87755;7;0;3.806663;2153;0;0;0
87.5;1;16.94828;9;1;4.283587;2155;0;1;1
70;3;19.56818;1;1;4.135167;2157;0;0;0
70;2;17.6;8;0;4.454347;2159;0;1;0
97.5;2;17.6;8;0;3.48124;2161;0;2;0
32.5;2;18.76471;4;1;3.749504;2163;1;1;0
80;3;18.85714;6;1;3.806663;2165;0;0;0
57.5;3;18.48485;7;0;3.86073;2167;0;2;0
92.5;1;18.25243;6;0;3.401197;2169;0;1;1
95;1;18.22388;7;1;3.713572;2171;0;1;1
95;2;18.2;7;0;4.007333;2173;0;0;0
50;3;14.59184;7;1;4.051785;2175;0;1;0
87.5;1;18.47826;7;0;3.749504;2177;0;2;1
87.5;1;14.59184;8;0;3.749504;2179;0;2;1
85;3;16.26829;8;1;3.624341;2181;0;1;0
30;2;14.59184;4;0;3.688879;2183;0;0;0
97.5;2;18.48485;7;0;4.051785;2185;3;0;0
82.5;2;16.28;7;0;3.960813;2187;0;1;0
62.5;1;15.53398;8;0;4.350278;2189;1;0;1
50;2;15.53398;6;0;3.749504;2191;0;1;0
90;2;15.34615;10;1;3.749504;2193;1;0;0
42.5;3;19.6;0;1;4.471639;2195;1;6;0
32.5;3;17.76316;1;1;4.135167;2197;1;4;0
87.5;3;18.54286;4;0;4.471639;2199;0;2;0
27.5;3;11.11111;0;0;3.749504;2201;1;3;0
85;1;15.82353;9;1;3.960813;2203;1;3;1
92.5;1;17.76316;7;0;3.624341;2205;1;2;1
92.5;3;15.91935;9;1;3.624341;2207;1;4;0
22.5;3;15.53398;6;1;4.051785;2209;2;2;0
85;3;16.95652;6;0;3.806663;2211;1;2;0
92.5;3;16.95652;7;1;4.174387;2213;1;0;0
60;2;16.44156;0;1;4.135167;2215;1;0;0
85;1;16.44156;0;1;4.330733;2217;1;1;1
85;2;15.02597;6;1;4.248495;2219;0;1;0
97.5;1;18.875;9;0;4.471639;2221;0;2;1
62.5;3;16.44156;0;0;3.86073;2223;0;1;0
87.5;2;16.44156;0;1;3.86073;2225;0;2;0
70;3;16.44156;0;0;3.960813;2227;0;1;0
47.5;2;16.44156;0;0;3.555348;2229;0;0;0
70;3;16.44156;0;0;4.212128;2231;2;0;0
85;3;15.5;10;1;3.688879;2233;1;0;0
67.5;1;16.66667;9;0;3.555348;2235;0;1;1
90;1;15.75;8;1;3.749504;2237;1;0;1
85;1;13.9881;7;0;4.051785;2239;0;2;1
92.5;1;15.46154;8;1;3.688879;2241;0;5;1
70;2;17.57627;5;0;4.051785;2243;1;0;0
95;1;15.75;8;1;3.401197;2245;1;2;1
50;3;15.7265;6;0;3.912023;2247;0;2;0
75;3;17.71212;11;1;3.86073;2249;0;2;0
77.5;1;16.28;14;0;3.555348;2251;0;0;1
57.5;1;16.67347;8;0;3.749504;2253;0;1;1
100;2;19.28572;11;1;3.749504;2255;0;2;0
90;1;15.75342;7;1;4.051785;2257;0;3;1
65;3;18;2;1;3.624341;2259;2;1;0
92.5;2;15.75;9;0;3.970292;2261;0;3;0
95;1;15.83333;11;0;3.749504;2263;0;3;1
85;3;18.025;7;0;3.401197;2265;1;1;0
82.5;2;18.025;7;0;3.218876;2267;1;0;0
77.5;1;15.97222;8;1;3.86073;2269;1;1;1
92.5;3;18.89362;4;0;3.555348;2271;1;2;0
87.5;1;19.10112;11;1;3.806663;2273;0;2;1
85;3;17.14286;0;1;3.688879;2275;1;0;0
90;2;17.48485;7;0;3.688879;2277;1;0;0
87.5;2;17.025;4;0;3.314186;2279;1;1;0
50;2;18.22222;0;0;3.960813;2281;0;2;0
85;2;16.94118;5;0;3.86073;2283;0;2;0
80;3;16.68966;4;1;4.553877;2285;0;2;0
97.5;3;15.85366;8;1;4.135167;2287;1;0;0
60;3;19;0;1;3.960813;2289;0;4;0
90;2;19.70588;6;1;2.70805;2291;0;0;0
95;1;16.68966;9;1;3.624341;2293;1;1;1
52.5;2;20.48148;4;0;3.218876;2295;0;1;0
52.5;3;18.025;0;1;3.401197;2297;2;1;0
85;3;18.22222;6;1;3.624341;2299;0;1;0
90;1;19.08621;9;0;3.960813;2301;0;1;1
82.5;2;18.35294;7;1;2.995732;2303;0;0;0
62.5;3;18.89362;5;0;3.624341;2305;0;1;0
35;3;19.70588;0;1;3.86073;2307;1;1;0
52.5;3;20.44;8;1;3.960813;2309;1;4;0
97.5;2;18.75;10;0;3.86073;2311;1;0;0
85;2;17.55882;12;0;3.555348;2313;0;1;0
67.5;2;18.77551;6;0;3.688879;2315;0;1;0
75;2;18.4375;7;1;3.960813;2317;0;2;0
95;1;16.91667;8;1;3.48124;2319;1;0;1
90;1;15.75;10;0;3.795489;2321;0;2;1
72.5;3;17.55882;7;1;4.051785;2323;0;0;0
95;3;18.84091;5;0;4.527209;2325;2;3;0
85;3;19.41379;5;0;3.749504;2327;0;2;0
70;1;13.41177;9;1;4.051785;2329;0;2;1
80;2;20.02632;7;0;3.624341;2331;0;1;0
77.5;2;13.41177;6;0;4.527209;2333;1;0;0
80;1;16.93878;9;1;4.212128;2335;1;0;1
42.5;3;18.54545;0;1;3.555348;2337;1;2;0
82.5;2;18.84091;9;1;3.401197;2339;0;0;0
95;1;18.04348;10;0;4.135167;2341;1;1;1
27.5;2;19.21277;3;0;3.86073;2343;0;1;0
32.5;2;18.84091;7;0;3.555348;2345;0;1;0
90;2;19.44828;7;0;4.471639;2347;1;1;0
87.5;2;19.44828;6;0;4.471639;2349;1;1;0
62.5;2;18.89655;3;1;3.912023;2351;0;0;0
27.5;3;12.22222;0;0;4.283587;2353;0;2;0
90;1;15.72973;8;0;4.135167;2355;0;1;1
82.5;1;18.36364;9;0;4.135167;2357;1;0;1
97.5;1;18.36364;10;1;4.317488;2359;1;3;1
42.5;3;15.39683;2;0;4.051785;2361;0;1;0
60;2;17.02083;5;1;3.86073;2363;2;1;0
62.5;3;20.02632;3;1;3.688879;2365;1;1;0
92.5;3;15.72973;0;0;3.960813;2367;0;1;0
55;3;20.02632;3;1;3.960813;2369;1;5;0
45;3;19.16346;0;0;3.960813;2371;2;5;0
92.5;3;19.16346;9;0;3.960813;2373;0;1;0
82.5;2;19.86;7;0;4.051785;2375;1;0;0
72.5;2;17.55102;6;0;3.912023;2377;1;1;0
37.5;2;18.35052;2;0;3.349904;2379;0;1;0
62.5;2;18.04;11;0;3.806663;2381;0;0;0
42.5;3;20.5;0;0;3.555348;2383;1;2;0
60;2;19.16346;6;0;4.051785;2385;0;1;0
95;2;15;8;0;3.960813;2387;0;0;0
82.5;2;16.0381;7;0;4.135167;2389;1;0;0
92.5;1;19.16346;0;0;4.442651;2391;1;1;1
97.5;1;17.59259;7;0;2.70805;2393;0;2;1
100;1;17.21212;6;1;4.007333;2395;0;0;1
72.5;1;18.35052;7;1;4.094345;2397;0;0;1
57.5;2;15.32143;8;0;4.283587;2399;1;0;0
90;1;17.88461;9;1;4.212128;2401;1;1;1
80;2;19.16346;7;0;3.86073;2403;0;4;0
87.5;1;14.76119;8;0;4.49981;2405;0;0;1
60;3;20.32609;1;1;4.212128;2407;0;1;0
77.5;3;18.04;3;1;3.86073;2409;0;3;0
67.5;2;19.5;8;1;3.401197;2411;0;3;0
90;2;16.68293;6;1;4.65396;2413;2;5;0
90;3;18.48684;8;1;3.218876;2415;1;0;0
90;2;18.48684;6;0;4.317488;2417;0;3;0
87.5;2;16.27368;8;1;3.86073;2419;1;0;0
85;2;19.5;8;1;3.401197;2421;0;5;0
75;1;16.94118;5;0;3.624341;2423;0;1;1
85;1;18.48684;9;1;3.555348;2425;0;2;1
62.5;3;18.35052;6;1;3.349904;2427;0;1;0
85;2;19;7;0;4.317488;2429;0;2;0
75;3;19.16346;5;1;2.917771;2431;0;1;0
80;1;16.83099;8;1;3.912023;2433;0;0;1
82.5;3;18.75;6;0;3.912023;2435;0;0;0
40;2;18.04;12;0;3.86073;2437;0;1;0
82.5;2;18.48684;8;1;3.688879;2439;0;0;0
80;1;20.68966;5;1;4.212128;2441;1;0;1
70;3;17.88461;8;1;3.912023;2443;0;0;0
12.5;3;10.7;0;1;3.555348;2445;0;0;0
67.5;2;16.91228;2;0;3.828641;2447;2;1;0
82.5;1;17.71212;9;0;3.749504;2449;0;3;1
85;2;17.71212;10;1;4.135167;2451;0;1;0
85;2;17.71212;8;0;3.624341;2453;1;5;0
82.5;1;14.72973;8;1;3.688879;2455;0;3;1
92.5;1;16.66667;9;0;4.051785;2457;0;1;1
77.5;2;17.63636;7;0;3.555348;2459;0;2;0
80;1;19.25926;7;0;4.406719;2461;1;2;1
60;2;20.19231;9;0;3.713572;2463;0;1;0
85;2;18.3871;6;1;2.995732;2465;0;0;0
85;2;16.61905;20;0;3.912023;2467;0;0;0
92.5;1;17.83721;8;1;4.350278;2469;0;1;1
95;2;18.94624;8;0;3.624341;2471;0;1;0
97.5;1;16.07143;8;1;4.174387;2473;0;2;1
37.5;3;16.25352;0;1;3.555348;2475;1;0;0
52.5;1;16.32609;9;1;3.839452;2477;0;4;1
65;2;18.55556;6;0;4.135167;2479;1;0;0
80;3;18.68421;6;1;3.960813;2481;1;1;0
72.5;2;17.76316;7;1;3.749504;2483;0;1;0
67.5;3;19.15217;6;1;3.806663;2485;1;0;0
67.5;1;19.28572;13;0;4.471639;2487;0;0;1
32.5;3;19.28572;0;0;3.960813;2489;1;4;0
92.5;1;16.24324;9;0;4.135167;2491;1;0;1
60;1;18.68421;10;0;3.86073;2493;0;0;1
37.5;2;18.36;3;0;4.051785;2495;0;3;0
82.5;3;18.36;6;0;4.051785;2497;1;3;0
65;2;19.6;2;1;3.48124;2499;0;2;0
65;3;15.74324;1;0;3.749504;2501;0;2;0
32.5;3;19.17647;5;1;3.749504;2503;0;0;0
92.5;1;11.76087;9;1;4.579853;2505;1;0;1
95;3;14.42857;4;1;3.806663;2507;0;0;0
67.5;2;18.68421;4;0;3.86073;2509;1;1;0
95;1;14.5098;0;0;3.912023;2511;0;0;1
77.5;2;19.28572;6;1;4.135167;2513;0;1;0
42.5;3;19.54286;0;1;3.960813;2515;2;0;0
42.5;2;17.76316;2;0;4.212128;2517;1;0;0
52.5;3;18.42424;0;0;3.806663;2519;0;0;0
85;1;14.42857;9;1;4.212128;2521;0;2;1
42.5;3;18.36065;3;0;4.051785;2523;0;0;0
72.5;3;19.28572;5;0;4.051785;2525;1;2;0
62.5;2;18.68421;3;0;3.86073;2527;1;0;0
90;1;16.95652;9;0;3.86073;2529;0;2;1
95;2;18.36364;8;0;4.135167;2531;0;0;0
80;3;15.91667;6;1;4.051785;2533;1;0;0
87.5;3;14.18182;6;1;4.848116;2535;3;2;0
45;2;19.10112;6;0;4.212128;2537;0;4;0
97.5;1;14.02597;8;1;4.212128;2539;1;1;1
87.5;2;18.09375;9;1;3.688879;2541;1;0;0
85;2;14.02597;7;0;4.317488;2543;1;1;0
22.5;3;15.91667;0;0;3.48124;2545;8;1;0
75;1;17.63158;8;0;4.051785;2547;0;2;1
85;2;15.1831;0;0;3.960813;2549;1;4;0
40;2;16.98;1;1;4.007333;2551;0;0;0
80;3;16.60714;6;0;3.555348;2553;0;1;0
90;1;16.8;8;1;3.555348;2555;0;2;1
60;2;19.0625;10;1;4.051785;2557;0;2;0
92.5;2;17.58621;8;1;4.007333;2559;0;0;0
60;2;17.63158;5;0;2.862201;2561;1;0;0
92.5;3;16;6;1;3.555348;2563;0;1;0
82.5;1;16.25397;9;0;4.317488;2565;0;0;1
75;2;15.39683;6;0;4.051785;2567;0;1;0
97.5;1;12.05769;0;0;4.051785;2569;1;2;1
100;2;13.73684;8;1;4.135167;2571;1;0;0
67.5;2;18.73684;7;0;3.48124;2573;0;3;0
92.5;1;13.83051;8;0;4.174387;2575;1;0;1
85;2;15.375;4;0;3.48124;2577;1;2;0
77.5;2;18.36364;4;1;3.688879;2579;0;0;0
82.5;3;19.41379;5;1;4.212128;2581;0;2;0
95;2;12.05769;2;0;4.135167;2583;0;1;0
75;3;15.39683;7;1;3.86073;2585;1;2;0
82.5;2;18.62745;8;0;3.624341;2587;0;1;0
62.5;1;16.05714;9;0;4.283587;2589;0;1;1
90;1;15.74468;9;0;4.135167;2591;1;1;1
32.5;3;17.67647;5;1;3.688879;2593;1;3;0
22.5;2;17.67647;2;0;3.806663;2595;1;6;0
80;3;17.88461;9;0;3.806663;2597;0;2;0
25;1;17.89189;7;0;3.806663;2599;0;0;1
82.5;2;18.54286;6;1;3.688879;2601;1;0;0
62.5;3;18.91489;3;0;4.248495;2603;0;1;0
65;3;17.21428;2;1;3.749504;2605;0;5;0
62.5;2;18.13889;9;0;3.624341;2607;1;0;0
100;1;15.68333;7;0;4.007333;2609;0;0;1
82.5;2;19.31111;7;0;3.749504;2611;0;3;0
97.5;1;15.85366;8;1;4.350278;2613;0;2;1
82.5;1;20.51724;9;1;4.248495;2615;0;0;1
95;1;14.72973;8;1;3.218876;2617;1;0;1
45;3;17.88461;4;1;3.749504;2619;0;2;0
57.5;3;17.88461;4;1;3.749504;2621;0;2;0
87.5;1;17.88461;9;0;2.302585;2623;0;0;1
77.5;3;19.84286;3;1;3.624341;2625;0;1;0
77.5;3;15.25806;4;1;3.73767;2627;0;2;0
37.5;3;18.125;0;1;2.70805;2629;0;1;0
52.5;2;17.81609;6;0;3.401197;2631;1;1;0
45;3;18.59091;2;1;3.688879;2633;0;5;0
85;3;20.68966;5;0;3.960813;2635;0;1;0
77.5;2;20.68966;7;0;3.960813;2637;0;1;0
70;3;20.68966;4;1;3.960813;2639;0;1;0
50;3;18.125;0;0;3.48124;2641;1;4;0
22.5;2;15.4918;7;0;3.749504;2643;1;2;0
87.5;2;19.16346;7;0;4.094345;2645;0;0;0
75;2;18.13889;13;0;4.212128;2647;1;1;0
67.5;2;18.125;7;0;3.135494;2649;0;3;0
95;1;12.55263;7;0;3.86073;2651;0;1;1
77.5;2;17.55102;6;1;3.624341;2653;0;1;0
82.5;1;15.38053;6;1;4.007333;2655;1;0;1
70;3;16;8;1;4.007333;2657;1;0;0
97.5;3;20.53846;17;0;3.555348;2659;0;6;0
85;1;14.72973;7;1;3.806663;2661;0;0;1
42.5;2;19.16346;5;0;3.749504;2663;0;0;0
72.5;3;19.5;9;0;2.525729;2665;0;0;0
47.5;1;19.14286;1;0;3.86073;2667;0;1;1
57.5;2;16.79104;0;0;2.862201;2669;1;1;0
52.5;3;20;4;1;4.579853;2671;2;0;0
82.5;2;14.33333;7;0;3.960813;2673;0;4;0
80;1;16.90909;8;1;4.283587;2675;0;0;1
55;1;17.12903;7;1;3.749504;2677;1;0;1
75;2;15.78947;0;0;3.806663;2679;1;1;0
15;3;17.66667;10;1;3.86073;2681;0;1;0
95;1;16.46789;11;1;4.317488;2683;0;3;1
70;2;17.80488;6;0;4.051785;2685;1;0;0
87.5;2;16.25397;7;0;4.677491;2687;0;1;0
90;1;16.46789;12;1;4.135167;2689;0;2;1
87.5;2;18.97674;11;1;3.749504;2691;0;1;0
52.5;3;15.6;6;0;4.212128;2693;0;0;0
87.5;1;16.79104;4;1;3.86073;2695;0;0;1
40;3;19.14286;4;0;4.135167;2697;1;2;0
35;3;18.79245;1;1;3.555348;2699;1;3;0
37.5;3;17.37647;0;0;3.806663;2701;2;0;0
85;2;18.79245;12;1;3.806663;2703;0;0;0
87.5;2;18.35821;8;0;4.174387;2705;1;0;0
80;2;16.73214;8;1;4.174387;2707;0;1;0
67.5;3;18.86364;0;0;3.624341;2709;0;1;0
67.5;3;17.80488;7;1;4.135167;2711;1;0;0
77.5;3;18.30769;7;1;4.471639;2713;0;2;0
65;2;18.30769;10;1;3.113515;2715;0;0;0
87.5;1;16.18868;10;0;4.412798;2717;0;0;1
85;3;18.30769;7;1;3.688879;2719;2;1;0
100;1;16.40816;10;0;4.283587;2721;1;0;1
100;1;17.10526;8;1;4.094345;2723;0;0;1
92.5;1;17.81579;7;0;3.806663;2725;0;0;1
75;1;17.23077;0;1;4.135167;2727;1;2;1
72.5;2;17.81579;6;0;3.555348;2729;0;0;0
72.5;1;18.31818;10;0;4.65396;2731;1;2;1
75;1;17.30556;9;0;3.86073;2733;0;2;1
85;1;17.10526;7;1;4.412798;2735;1;1;1
80;1;17.14286;11;1;2.70805;2737;0;1;1
15;3;17;0;0;3.218876;2739;3;4;0
80;2;19.01887;8;0;4.025352;2741;0;1;0
90;1;17.10345;9;1;4.553877;2743;0;0;1
80;2;16.98148;0;0;4.051785;2745;0;2;0
72.5;3;15.69444;0;1;3.449988;2747;0;4;0
80;1;16.51563;12;0;3.912023;2749;0;1;1
80;3;18.09091;0;1;3.314186;2751;0;0;0
82.5;1;17.08333;8;0;4.49981;2753;0;0;1
95;1;15.02564;8;0;4.317488;2755;1;1;1
45;1;17.82353;9;0;4.051785;2757;2;0;1
92.5;2;17.84746;7;1;3.688879;2759;0;2;0
85;1;15.35;7;1;3.828641;2761;0;1;1
72.5;3;17.82353;8;0;3.806663;2763;1;0;0
85;2;19.61111;5;0;4.051785;2765;0;1;0
87.5;1;15.71053;13;0;3.48124;2767;1;1;1
35;3;19.45946;0;0;4.135167;2769;0;1;0
85;2;17.55556;12;0;4.007333;2771;0;1;0
92.5;2;17.64706;10;1;3.555348;2773;1;0;0
82.5;3;14.37778;6;1;3.401197;2775;0;1;0
82.5;1;14.78261;5;0;4.174387;2777;0;0;1
45;3;17.96875;9;0;3.86073;2779;0;1;0
75;3;19.04819;5;1;3.555348;2781;0;2;0
85;3;18.94737;0;0;3.555348;2783;0;0;0
92.5;2;18.02326;9;1;4.135167;2785;1;0;0
90;1;17.19737;9;1;3.749504;2787;0;1;1
90;1;17.19737;8;0;3.48124;2789;0;1;1
52.5;3;19.52381;0;1;4.051785;2791;0;2;0
95;1;16.86667;5;1;4.094345;2793;0;1;1
62.5;2;19.01887;7;1;3.960813;2795;0;0;0
92.5;2;17.4;9;0;3.86073;2797;0;2;0
77.5;3;19.84058;12;1;4.135167;2799;0;1;0
47.5;3;16.4;2;1;3.749504;2801;0;2;0
92.5;1;17.58242;10;0;3.113515;2803;0;0;1
75;2;17.19737;8;1;3.806663;2805;0;0;0
82.5;2;16.56667;10;1;4.212128;2807;0;1;0
75;3;16.62069;0;1;3.48124;2809;0;0;0
70;2;17.58242;11;0;4.051785;2811;0;1;0
52.5;1;16.28572;5;0;4.174387;2813;1;0;1
67.5;2;20.48387;0;1;4.283587;2815;0;1;0
85;3;17.03572;6;0;3.688879;2817;0;0;0
92.5;1;15.25641;10;1;4.677491;2819;1;1;1
67.5;2;19.54545;3;0;4.135167;2821;1;1;0
92.5;1;18.02326;8;1;4.442651;2823;1;0;1
30;3;17.78378;5;0;4.110874;2825;0;1;0
72.5;1;18.02326;8;1;4.579853;2827;1;4;1
82.5;3;18.13043;3;0;3.113515;2829;1;1;0
97.5;1;15.59259;9;0;3.86073;2831;0;1;1
70;3;16.46789;12;1;3.912023;2833;2;1;0
95;3;16.63636;8;1;4.350278;2835;1;0;0
37.5;2;19.04819;3;1;3.960813;2837;1;2;0
87.5;3;16.82857;0;0;3.749504;2839;1;0;0
87.5;1;21.07792;6;0;3.960813;2841;0;2;1
77.5;2;17.84746;0;0;3.624341;2843;0;2;0
92.5;1;14.15;8;1;4.527209;2845;0;3;1
92.5;1;16.48571;9;1;4.527209;2847;0;1;1
40;3;20.7;0;1;3.218876;2849;0;1;0
60;3;20.18;2;1;4.051785;2851;0;0;0
70;3;20;4;1;4.135167;2853;1;1;0
100;3;12.02857;9;1;3.86073;2855;0;1;0
87.5;1;15.59259;12;0;3.48124;2857;0;0;1
25;3;20.7;0;0;3.688879;2859;0;6;0
90;1;16.62069;7;1;4.212128;2861;1;1;1
72.5;2;18.5641;7;0;4.471639;2863;1;1;0
65;3;15.25641;7;1;3.86073;2865;1;2;0
87.5;1;14.86487;11;0;3.113515;2867;1;0;1
82.5;2;15.75;0;0;4.553877;2869;0;2;0
75;1;15.55556;8;1;3.960813;2871;0;3;1
67.5;2;19.25926;3;0;3.960813;2873;0;2;0
62.5;2;19.91549;8;1;3.86073;2875;1;0;0
82.5;2;19.91549;8;0;4.394449;2877;0;1;0
87.5;3;17.55294;7;0;4.135167;2879;1;0;0
97.5;1;15.5;7;0;4.629863;2881;0;0;1
57.5;3;20.37037;6;0;3.650658;2883;0;1;0
92.5;1;15.05;9;0;3.960813;2885;0;1;1
70;3;19.29825;6;1;3.688879;2887;1;3;0
80;1;16.03226;8;0;3.688879;2889;0;1;1
52.5;3;17.52;0;1;3.749504;2891;0;2;0
62.5;2;18.97727;8;1;4.553877;2893;0;2;0
87.5;1;15.94444;10;0;4.135167;2895;0;1;1
40;3;16.92453;8;1;4.189655;2897;0;1;0
57.5;3;17.14286;0;1;4.094345;2899;2;2;0
60;3;15.78182;2;0;2.70805;2901;0;0;0
70;2;15.55556;8;0;3.749504;2903;0;0;0
25;3;7.777778;0;0;4.051785;2905;0;3;0
87.5;1;16.11539;6;1;4.283587;2907;0;0;1
90;3;15.27778;0;1;3.624341;2909;0;1;0
67.5;1;15.69767;3;0;3.912023;2911;0;0;1
42.5;3;15.74138;3;0;3.86073;2913;1;2;0
77.5;2;14.4;7;0;4.317488;2915;2;0;0
75;3;17.55319;7;0;4.317488;2917;0;1;0
80;1;15;7;0;3.688879;2919;0;0;1
30;3;15.74138;5;0;4.283587;2921;0;2;0
77.5;1;15.52273;0;1;3.960813;2923;1;0;1
92.5;1;15.71429;9;0;3.912023;2925;1;0;1
90;3;14.59302;8;1;4.007333;2927;1;0;0
85;2;12.6383;7;1;3.624341;2929;1;0;0
80;3;15.5;7;1;4.094345;2931;1;0;0
82.5;1;16.23684;9;0;4.135167;2933;1;0;1
72.5;2;15.75556;9;0;3.960813;2935;0;2;0
85;1;15.57333;7;1;3.218876;2937;0;3;1
90;1;17.77778;11;1;3.806663;2939;0;1;1
77.5;2;17.96875;8;1;3.86073;2941;1;2;0
67.5;1;17.45;7;1;4.043051;2943;1;2;1
95;2;18.35821;12;0;4.051785;2945;1;0;0
75;1;16.46296;0;1;4.330733;2947;0;1;1
80;3;17.44186;8;0;4.394449;2949;1;1;0
97.5;2;14.45652;10;0;4.051785;2951;1;2;0
85;2;16.46296;0;0;3.749504;2953;2;1;0
97.5;2;17.03846;3;0;3.749504;2955;1;1;0
75;2;16.46296;6;1;3.86073;2957;0;1;0
60;2;16.18868;8;1;3.912023;2959;0;2;0
90;3;19.27273;0;0;4.350278;2961;2;0;0
80;3;17.03846;8;1;3.806663;2963;0;0;0
52.5;3;19.84058;4;0;4.471639;2965;0;1;0
80;1;17.03846;10;0;4.051785;2967;3;0;1
97.5;3;15.07317;8;1;3.912023;2969;0;0;0
50;2;18.42424;4;0;4.412798;2971;0;0;0
97.5;1;16.66667;8;0;3.960813;2973;0;2;1
80;2;15.95745;1;0;3.912023;2975;0;0;0
70;1;16.2;4;1;4.051785;2977;0;2;1
45;3;16.67442;4;0;4.051785;2979;0;1;0
77.5;3;16.2;6;0;4.043051;2981;0;2;0
70;2;17.66667;7;0;3.113515;2983;0;0;0
80;3;16.67442;8;1;3.86073;2985;0;0;0
70;2;15.85714;0;0;3.688879;2987;0;0;0
70;3;15.74074;10;1;3.960813;2989;1;5;0
77.5;1;15.18966;9;1;3.931826;2991;0;1;1
57.5;2;16.8;9;0;4.248495;2993;1;0;0
65;3;15.74074;10;0;3.960813;2995;0;1;0
90;2;16.88235;9;1;4.317488;2997;0;1;0
85;1;17.04348;8;1;4.212128;2999;0;1;1
50;2;14.91304;7;0;4.094345;3001;0;0;0
32.5;3;15.95745;7;1;3.401197;3003;0;1;0
100;1;9.236363;9;0;4.310799;3005;0;2;1
95;1;15.89655;8;1;3.749504;3007;1;0;1
95;1;16.68627;8;1;4.051785;3009;0;2;1
82.5;2;15.24419;5;0;3.960813;3011;0;1;0
45;3;15.18966;3;0;3.806663;3013;1;3;0
55;2;15.18966;3;0;4.174387;3015;1;3;0
50;3;15.18966;2;1;3.806663;3017;1;3;0
90;1;13.85075;10;0;3.401197;3019;0;1;1
77.5;2;18.30769;5;1;4.283587;3021;1;0;0
45;2;16.3913;0;0;3.749504;3023;0;1;0
52.5;1;16.25;5;1;4.553877;3025;0;0;1
95;1;15.70513;8;0;4.465908;3027;0;2;1
100;2;14.9875;0;0;4.283587;3029;0;0;0
80;3;13.125;9;0;3.86073;3031;1;0;0
72.5;2;13.85075;11;0;3.960813;3033;1;1;0
67.5;2;14.9875;0;1;3.960813;3035;1;1;0
50;2;14.9875;6;0;4.212128;3037;1;1;0
