BP,CD,DATE,DAY,DDM,DM,DY,SF
1.6265,0.8157,821115,1,0.000258698746753883,0.3866,0.003738,0.4512
1.614,0.8161,821116,2,0.00541727108394696,0.3887,0.003797,0.4568
1.602,0.8163,821117,3,0,0.3887,0.003797,0.4541
1.6105,0.8184,821118,4,0.00564393494073168,0.3909,0.003829,0.4564
1.619,0.8187,821119,5,0.00662929505854881,0.3935,0.003887,0.4576
1.5935,0.8153,821122,1,-0.00586212969679578,0.3912,0.003883,0.4539
1.5955,0.8146,821123,2,0.00637025978902961,0.3937,0.003893,0.4568
1.587,0.8116,821124,3,0.00809516183932779,0.3969,0.003987,0.4627
1.595,0.8068,821126,5,0.00803015607416979,0.4001,0.004004,0.4662
1.6085,0.8054,821129,1,0.00324392049904831,0.4014,0.003976,0.4672
1.6325,0.8089,821130,2,0.0118872127840466,0.4062,0.004014,0.4721
1.6255,0.8073,821201,3,-0.00295858203974508,0.405,0.003995,0.4728
1.6465,0.8077,821202,4,0.0142194109478639,0.4108,0.004045,0.4784
1.642,0.8082,821203,5,0.000486736441831392,0.411,0.004033,0.4803
1.623,0.8061,821206,1,0.00872098550544476,0.4146,0.004095,0.4863
1.628,0.8036,821207,2,-0.0077482227828225,0.4114,0.00411,0.4847
1.6105,0.8071,821208,3,-0.00731889092834637,0.4084,0.004101,0.4796
1.62,0.8097,821209,4,0.00073430427972121,0.4087,0.004101,0.4812
1.61,0.8086,821210,5,-0.00269508922166184,0.4076,0.004086,0.4791
1.6045,0.8088,821213,1,-0.0106055994692473,0.4033,0.004035,0.4716
1.6165,0.8089,821214,2,0.0137899254912741,0.4089,0.004079,0.4798
1.615,0.8075,821215,3,-0.000489236800364945,0.4087,0.004093,0.4796
1.6235,0.8075,821216,4,0.0162605208717803,0.4154,0.004116,0.4895
1.611,0.8089,821217,5,-0.00289296248052817,0.4142,0.004095,0.4892
1.6075,0.8088,821220,1,-0.00217522744379706,0.4133,0.004083,0.4911
1.611,0.8078,821221,2,0.00915227968521293,0.4171,0.004149,0.496
1.606,0.808,821222,3,-0.00240038521400399,0.4161,0.004159,0.4943
1.595,0.8067,821223,4,0.0028797716086113,0.4173,0.004199,0.4967
1.595,0.8067,821224,5,0,0.4173,0.004199,0.4967
1.608,0.8042,821227,1,0.00763909181549571,0.4205,0.004216,0.5003
1.629,0.8052,821228,2,0.00308678863167156,0.4218,0.004265,0.5003
1.6235,0.8084,821229,3,-0.00237360662117414,0.4208,0.004273,0.5005
1.62,0.8107,821230,4,-0.00237925403696748,0.4198,0.004269,0.4987
1.616,0.8139,821231,5,0.00166607202647007,0.4205,0.00426,0.4975
1.629,0.8149,830103,1,0.00427148252689524,0.4223,0.004332,0.5032
1.6285,0.8132,830104,2,0.00754898607353083,0.4255,0.004382,0.5068
1.624,0.8136,830105,3,0.00375322983399207,0.4271,0.004363,0.5122
1.604,0.8133,830106,4,-0.00422337558783292,0.4253,0.004347,0.51
1.5995,0.8153,830107,5,0.00679557389599461,0.4282,0.004366,0.5173
1.578,0.8164,830110,1,-0.000233563004682136,0.4281,0.004393,0.5204
1.575,0.8177,830111,2,-0.0103311555183868,0.4237,0.00431,0.5146
1.578,0.8189,830112,3,0.00423929038091519,0.4255,0.004366,0.5178
1.5825,0.8181,830113,4,0.000939628915739066,0.4259,0.004354,0.5192
1.581,0.8182,830114,5,-0.00329257117776582,0.4245,0.004334,0.5167
1.5815,0.8157,830117,1,-0.00661784499888773,0.4217,0.00433,0.5144
1.5725,0.816,830118,2,-0.0109681595496146,0.4171,0.004294,0.5096
1.559,0.8161,830119,3,-0.0171688415045462,0.41,0.004219,0.5022
1.581,0.8153,830120,4,0.0080165618193333,0.4133,0.004251,0.5053
1.562,0.8122,830121,5,-0.0138874201691169,0.4076,0.004215,0.4992
1.537,0.8106,830124,1,-0.00196463717416495,0.4068,0.00418,0.494
1.536,0.8094,830125,2,0.0139145416003308,0.4125,0.004233,0.5017
1.5365,0.8087,830126,3,-0.00607904607638221,0.41,0.004218,0.5
1.534,0.8093,830127,4,0.000731439749786955,0.4103,0.00421,0.5017
1.5375,0.8091,830128,5,0.00194789445569243,0.4111,0.00421,0.503
1.52,0.8084,830131,1,-0.0174216159426827,0.404,0.004148,0.4934
1.522,0.8085,830201,2,-0.00198216120399131,0.4032,0.004144,0.4901
1.519,0.8097,830202,3,0.00247708821236181,0.4042,0.004175,0.493
1.523,0.8128,830203,4,-0.00148551649006679,0.4036,0.004159,0.4921
1.5185,0.8143,830204,5,0.000495417399283271,0.4038,0.004159,0.4904
1.535,0.8161,830207,1,0.0140171974143869,0.4095,0.004218,0.4954
1.5345,0.8163,830208,2,-0.00366972888896244,0.408,0.004186,0.4935
1.5435,0.8158,830209,3,0.0129065471135251,0.4133,0.004239,0.4967
1.5475,0.8157,830210,4,0.0053088927778161,0.4155,0.004264,0.497
1.534,0.8161,830211,5,-0.000722282443823885,0.4152,0.004255,0.4992
1.5445,0.8173,830214,1,0.00456566935122071,0.4171,0.004275,0.5027
1.542,0.8159,830215,2,-0.0033621549443078,0.4157,0.004271,0.5022
1.5465,0.8171,830216,3,0.00719082676650584,0.4187,0.004299,0.5042
1.54,0.8166,830217,4,-0.00406845122629629,0.417,0.004293,0.5025
1.544,0.8167,830218,5,-0.000959692971929771,0.4166,0.004275,0.5005
1.5155,0.8132,830222,2,-0.012074524866977,0.4116,0.004237,0.4894
1.525,0.814,830223,3,0.00508906950747123,0.4137,0.004267,0.4911
1.5265,0.814,830224,4,-0.00242013670882968,0.4127,0.004239,0.4914
1.5265,0.8152,830225,5,0.00362801220294762,0.4142,0.004255,0.4921
1.5065,0.8134,830228,1,-0.0131229100719891,0.4088,0.004169,0.4816
1.5,0.814,830301,2,0.0024431969153047,0.4098,0.004195,0.4849
1.5105,0.8169,830302,3,0.00705170095373675,0.4127,0.004234,0.488
1.515,0.8175,830303,4,0.000726656202496567,0.413,0.004235,0.4875
1.5085,0.8175,830304,5,0.0113158785420969,0.4177,0.004244,0.493
1.512,0.8179,830307,1,0.00334608342789611,0.4191,0.004252,0.4897
1.4945,0.8155,830308,2,-0.00959009987203263,0.4151,0.004184,0.4844
1.506,0.8149,830309,3,0.00192539168987282,0.4159,0.00421,0.4859
1.509,0.8161,830310,4,0.00694863224751585,0.4188,0.004223,0.4885
1.5015,0.8157,830311,5,-0.00454709410963061,0.4169,0.004188,0.4833
1.523,0.8175,830314,1,0.0104987840982197,0.4213,0.004241,0.4887
1.512,0.8174,830315,2,-0.00523561405394513,0.4191,0.00421,0.4873
1.509,0.8179,830316,3,0.00547294643906293,0.4214,0.004227,0.4887
1.5,0.8168,830317,4,-0.00690561144055868,0.4185,0.00417,0.4844
1.4855,0.8169,830318,5,0.00167124307730249,0.4192,0.004173,0.4854
1.473,0.8171,830321,1,-0.0127237342521458,0.4139,0.004151,0.4806
1.473,0.8159,830322,2,0.00168980124699258,0.4146,0.004181,0.4819
1.4625,0.8149,830323,3,-0.0026566855379333,0.4135,0.004206,0.4816
1.458,0.8141,830324,4,-0.00217891382659452,0.4126,0.004211,0.4823
1.459,0.8136,830325,5,-0.00024239486241584,0.4125,0.004211,0.4814
1.4575,0.8123,830328,1,-0.00218420181484102,0.4116,0.00417,0.4798
1.454,0.8128,830329,2,-0.000729128723516159,0.4113,0.004167,0.48
1.47,0.8113,830330,3,0.00145772620565654,0.4119,0.004167,0.4793
1.4815,0.8082,830331,4,-0.000728597482140381,0.4116,0.00418,0.48
1.479,0.8087,830401,5,0.000971345389631728,0.412,0.004176,0.4798
1.4885,0.8092,830404,1,0.00363416511421966,0.4135,0.004184,0.483
1.508,0.8104,830405,2,0.00338001287507617,0.4149,0.004212,0.4879
1.5145,0.8083,830406,3,-0.00362188009115427,0.4134,0.004205,0.4881
1.503,0.8096,830407,4,-0.000241925729981163,0.4133,0.0042,0.4873
1.509,0.8107,830408,5,-0.0024224818048324,0.4123,0.004178,0.4866
1.5285,0.8118,830411,1,-0.000727890363327988,0.412,0.004203,0.487
1.5425,0.8116,830412,2,0,0.412,0.004187,0.4882
1.5375,0.8107,830413,3,-0.00608644605640229,0.4095,0.004198,0.4868
1.545,0.8112,830414,4,0.0036563112031105,0.411,0.004201,0.4892
1.5465,0.8101,830415,5,-0.00194836885795424,0.4102,0.004206,0.4904
1.5635,0.809,830418,1,-0.00881494444403397,0.4066,0.004197,0.4843
1.55,0.808,830419,2,0.00122895431468684,0.4071,0.004211,0.484
1.5485,0.8117,830420,3,0.00073664828377229,0.4074,0.004215,0.4842
1.5445,0.8133,830421,4,-0.00073664828377229,0.4071,0.004228,0.4842
1.5475,0.8158,830422,5,0.00538952798942416,0.4093,0.004228,0.4868
1.5665,0.8155,830425,1,-0.000977756127760743,0.4089,0.004229,0.4866
1.568,0.8146,830426,2,-0.000244588481101871,0.4088,0.004221,0.4873
1.567,0.8144,830427,3,-0.0056421099016295,0.4065,0.004221,0.4849
1.5615,0.8158,830428,4,0,0.4065,0.004203,0.4842
1.563,0.8169,830429,5,-0.00123076938613254,0.406,0.004203,0.484
1.569,0.8156,830502,1,-0.000246335756880711,0.4059,0.004201,0.4826
1.585,0.8151,830503,2,0.00516035055930963,0.408,0.004219,0.4854
1.578,0.8167,830504,3,0.00366972888896244,0.4095,0.004241,0.4859
1.579,0.8155,830505,4,-0.000244230065934881,0.4094,0.004248,0.4866
1.582,0.8159,830506,5,0.00292683135764404,0.4106,0.004279,0.4909
1.565,0.8153,830509,1,0.00024351637767972,0.4107,0.004301,0.4906
1.5645,0.8163,830510,2,-0.000730727105953233,0.4104,0.004318,0.4918
1.5675,0.8157,830511,3,0.000243635035923173,0.4105,0.00433,0.4939
1.568,0.8147,830512,4,-0.00292754539412554,0.4093,0.00431,0.493
1.563,0.8141,830513,5,-0.00538952798942416,0.4071,0.004297,0.4914
1.5605,0.8135,830516,1,-0.00270569590720049,0.406,0.00429,0.4892
1.5595,0.8117,830517,2,0.00196850457267217,0.4068,0.004295,0.4892
1.5535,0.8114,830518,3,-0.00566992767585839,0.4045,0.004276,0.4852
1.5545,0.8111,830519,4,-0.00222744801909258,0.4036,0.00427,0.483
1.553,0.809,830520,5,-0.00397219986043273,0.402,0.004257,0.4798
1.569,0.8105,830523,1,0.00322861326030133,0.4033,0.004257,0.4821
1.5685,0.8103,830524,2,-0.0062181521086675,0.4008,0.004223,0.4807
1.588,0.8121,830525,3,0.00199401860686454,0.4016,0.004228,0.4818
1.603,0.8116,830526,4,-0.00374205251433013,0.4001,0.004222,0.4811
1.604,0.8136,830527,5,-0.00551379843030653,0.3979,0.004198,0.4806
1.6005,0.8126,830531,2,-0.00959603323192482,0.3941,0.004176,0.4746
1.59,0.812,830601,3,-0.00713015498459135,0.3913,0.004163,0.4725
1.5805,0.8128,830602,4,0.00535237673859212,0.3934,0.004199,0.4756
1.559,0.8112,830603,5,-0.00127177939054468,0.3929,0.00418,0.4746
1.5715,0.8101,830606,1,-0.00535920639578646,0.3908,0.004166,0.4719
1.5765,0.8095,830607,2,-0.00333205485782473,0.3895,0.004156,0.4708
1.5685,0.8093,830608,3,-0.00231332836746323,0.3886,0.004127,0.4688
1.592,0.8107,830609,4,0.003339759045212,0.3899,0.004116,0.4697
1.572,0.8103,830610,5,0.00358423322781498,0.3913,0.004132,0.4704
1.545,0.8099,830613,1,0.00280719847484134,0.3924,0.004126,0.471
1.5215,0.8088,830614,2,-0.00510987315227052,0.3904,0.00412,0.4692
1.52,0.8087,830615,3,-0.00333547454842964,0.3891,0.004122,0.4671
1.526,0.8105,830616,4,0.00793553377173806,0.3922,0.004174,0.4716
1.5275,0.8117,830617,5,-0.00408789531966736,0.3906,0.004163,0.4723
1.5315,0.8134,830620,1,0.00459770924862946,0.3924,0.004171,0.4743
1.5325,0.814,830621,2,0.00559086589730695,0.3946,0.004206,0.4768
1.532,0.8135,830622,3,0.00126630382883008,0.3951,0.004199,0.4789
1.5405,0.812,830623,4,0.00101188979036348,0.3955,0.004196,0.4791
1.5485,0.8131,830624,5,0.00554716500593633,0.3977,0.004215,0.4819
1.53,0.8126,830627,1,-0.0108710462586861,0.3934,0.004167,0.475
1.525,0.8132,830628,2,0.000762291994732989,0.3937,0.004185,0.4755
1.5255,0.8141,830629,3,-0.00330747025848377,0.3924,0.004175,0.4741
1.5285,0.8147,830630,4,0.00279934016624994,0.3935,0.004178,0.4755
1.5285,0.8116,830701,5,-0.00330915409521204,0.3922,0.004166,0.4739
1.5285,0.812,830705,2,-0.0084496726005443,0.3889,0.004157,0.4691
1.5425,0.8123,830706,3,0.00282449796199047,0.39,0.004176,0.471
1.5475,0.8126,830707,4,-0.00102616735531202,0.3896,0.004162,0.4719
1.544,0.8129,830708,5,-0.00257003482504037,0.3886,0.004152,0.4708
1.537,0.8118,830711,1,-0.00490133833008832,0.3867,0.004134,0.4714
1.53,0.8115,830712,2,-0.00233009814162277,0.3858,0.004155,0.4725
1.529,0.811,830713,3,0.00336395711197379,0.3871,0.004168,0.4733
1.5175,0.8103,830714,4,-0.00310478904002931,0.3859,0.004148,0.4699
1.5155,0.8105,830715,5,-0.0033744353888937,0.3846,0.004144,0.4692
1.522,0.8116,830718,1,0.00311526731694922,0.3858,0.004157,0.4714
1.5205,0.8113,830719,2,0.00207146630260191,0.3866,0.004153,0.4722
1.528,0.8108,830720,3,0.00644581321627735,0.3891,0.004185,0.4784
1.522,0.8104,830721,4,-0.00722211031827236,0.3863,0.004169,0.4755
1.523,0.8107,830722,5,-0.00337093538445132,0.385,0.004152,0.4742
1.524,0.8113,830725,1,-0.00129954534208554,0.3845,0.004162,0.4741
1.5275,0.8115,830726,2,-0.00469239651404207,0.3827,0.004153,0.4728
1.5275,0.8106,830727,3,-0.00340269926533787,0.3814,0.004148,0.4722
1.5245,0.8107,830728,4,-0.00789685598859546,0.3784,0.004145,0.4693
1.5155,0.8108,830729,5,-0.00476822095467122,0.3766,0.004108,0.4655
1.505,0.8101,830801,1,-0.0114836353443808,0.3723,0.004092,0.4633
1.5125,0.8103,830802,2,0.0104209359882588,0.3762,0.004118,0.4679
1.507,0.8109,830803,3,-0.00159616953282216,0.3756,0.004111,0.4643
1.484,0.8097,830804,4,-0.00533904097942028,0.3736,0.0041,0.4618
1.486,0.8096,830805,5,-0.00429185208154104,0.372,0.004091,0.4597
1.497,0.8095,830808,1,0.000537489935003799,0.3722,0.004098,0.4597
1.4865,0.8086,830809,2,-0.00457789947200871,0.3705,0.004084,0.4576
1.4865,0.8084,830810,3,-0.00921915423335307,0.3671,0.00407,0.4564
1.481,0.8084,830811,4,-0.00163576917608244,0.3665,0.004055,0.4566
1.4895,0.8092,830812,5,0.0108549234094355,0.3705,0.004071,0.4606
1.498,0.81,830815,1,0.00565201343134647,0.3726,0.004083,0.4658
1.501,0.8107,830816,2,0.00294787832395005,0.3737,0.004086,0.4663
1.522,0.8112,830817,3,0.0172440935628906,0.3802,0.004115,0.4675
1.5205,0.81,830818,4,-0.0044813571768253,0.3785,0.004104,0.464
1.523,0.8108,830819,5,-0.000528541238519753,0.3783,0.004105,0.4657
1.534,0.8117,830822,1,0.00894742811220028,0.3817,0.004121,0.4688
1.52,0.8123,830823,2,-0.00789062484343483,0.3787,0.004105,0.4656
1.515,0.8124,830824,3,-0.00185013928816147,0.378,0.004106,0.4644
1.497,0.8127,830825,4,-0.00424178790836305,0.3764,0.0041,0.463
1.495,0.8123,830826,5,-0.012296332423881,0.3718,0.004043,0.4576
1.502,0.812,830829,1,0.00429415582027859,0.3734,0.004065,0.459
1.496,0.8108,830830,2,-0.00671774661207714,0.3709,0.004052,0.4568
1.5,0.811,830831,3,0.00323015085703171,0.3721,0.004067,0.4589
1.495,0.8107,830901,4,-0.00620031639955232,0.3698,0.004042,0.4556
1.501,0.8118,830902,5,0.0134302314112427,0.3748,0.004071,0.4612
1.494,0.8118,830906,2,-0.00884368620645337,0.3715,0.004058,0.4575
1.492,0.8123,830907,3,0.00510136694980845,0.3734,0.004074,0.4598
1.492,0.8117,830908,4,-0.00241319328800804,0.3725,0.004079,0.4588
1.5,0.8127,830909,5,0.00908611275051818,0.3759,0.0041,0.4618
1.496,0.8119,830912,1,-0.00346436056014432,0.3746,0.0041,0.4599
1.4905,0.811,830913,2,-0.00508498352477538,0.3727,0.004096,0.4585
1.495,0.8107,830914,3,0.00134066248797604,0.3732,0.004081,0.4589
1.499,0.8102,830915,4,0.000535762134433515,0.3734,0.004088,0.4593
1.496,0.8103,830916,5,0.00133815087544586,0.3739,0.004105,0.4608
1.5135,0.8116,830919,1,0.0066640257281565,0.3764,0.004134,0.4653
1.504,0.8114,830920,2,-0.0063966102966927,0.374,0.00412,0.4618
1.502,0.8112,830921,3,0.00160299259545615,0.3746,0.004121,0.4625
1.5005,0.811,830922,4,-0.000801175099604756,0.3743,0.004139,0.4623
1.5025,0.8117,830923,5,0.00957199544506004,0.3779,0.004185,0.4657
1.503,0.8108,830926,1,0.000264585264144301,0.378,0.004199,0.4668
1.5,0.8112,830927,2,0.00185013928816147,0.3787,0.004214,0.469
1.5015,0.811,830928,3,-0.00290890063640348,0.3776,0.004221,0.469
1.4935,0.8112,830929,4,0.00370077081108067,0.379,0.004219,0.4694
1.495,0.8114,830930,5,0.00394997221931426,0.3805,0.004249,0.4712
1.4755,0.8112,831003,1,0.00131319782496042,0.381,0.004266,0.473
1.4805,0.812,831004,2,0.00732220844689846,0.3838,0.004302,0.4755
1.494,0.8126,831005,3,0.0083031094561824,0.387,0.004309,0.4775
1.4995,0.8124,831006,4,-0.00025843132331449,0.3869,0.004295,0.4766
1.5125,0.813,831007,5,0.00721095063819621,0.3897,0.00434,0.4803
1.503,0.8114,831011,2,-0.0129134025864142,0.3847,0.004286,0.4729
1.4995,0.811,831012,3,-0.0067814553053952,0.3821,0.004263,0.4705
1.4965,0.811,831013,4,0.00365726635445673,0.3835,0.004297,0.4725
1.505,0.8116,831014,5,0.0036439394823895,0.3849,0.004317,0.4744
1.5035,0.8122,831017,1,0.00492420328943877,0.3868,0.004307,0.4769
1.4995,0.812,831018,2,-0.00232949503556612,0.3859,0.004293,0.4752
1.498,0.8119,831019,3,-0.00259470825387265,0.3849,0.004279,0.473
1.5005,0.8122,831020,4,0.0054411327400814,0.387,0.004311,0.4764
1.5,0.8117,831021,5,-0.0067410159336444,0.3844,0.004282,0.4732
1.5005,0.8114,831024,1,0.000260111849561206,0.3845,0.004294,0.4732
1.4975,0.8113,831025,2,-0.00182220537209921,0.3838,0.004303,0.4725
1.497,0.8114,831026,3,-0.00417755176742685,0.3822,0.004303,0.471
1.4945,0.8113,831027,4,-0.000785237574702058,0.3819,0.004297,0.4713
1.496,0.8115,831028,5,-0.00157232736795254,0.3813,0.004286,0.4769
1.493,0.8111,831031,1,-0.00842775596663081,0.3781,0.004258,0.4638
1.4865,0.8111,831101,2,-0.00132327662554155,0.3776,0.004267,0.4641
1.489,0.811,831102,3,0.00105876134824201,0.378,0.004258,0.464
1.4885,0.8107,831103,4,-0.00450749802019601,0.3763,0.004266,0.4636
1.4885,0.8097,831104,5,-0.00532908268900834,0.3743,0.004222,0.4606
1.485,0.809,831107,1,-0.00240738380276107,0.3734,0.004222,0.4589
1.4835,0.809,831108,2,-0.00107181146380675,0.373,0.004229,0.4591
1.4865,0.8095,831109,3,0.00694632769029235,0.3756,0.004257,0.4625
1.49,0.8094,831110,4,0.00398565693020358,0.3771,0.004269,0.4651
1.484,0.809,831114,1,-0.00878950924284894,0.3738,0.004264,0.4623
1.4865,0.8088,831115,2,0.000267486961605612,0.3739,0.004267,0.4629
1.481,0.8083,831116,3,-0.00724738107102263,0.3712,0.004243,0.4592
1.4805,0.8082,831117,4,0.00161507437529818,0.3718,0.004243,0.4595
1.466,0.8075,831118,5,-0.00620533489908726,0.3695,0.004236,0.4572
1.4685,0.8078,831121,1,0.00216274753131063,0.3703,0.004251,0.4591
1.4735,0.8085,831122,2,0.00215808014698482,0.3711,0.00426,0.46
1.4655,0.8069,831123,3,-0.0040502282990228,0.3696,0.004244,0.4591
1.4625,0.8066,831125,5,-0.00352351631650938,0.3683,0.004252,0.458
1.4565,0.8055,831128,1,-0.00217450479812831,0.3675,0.004249,0.4583
1.465,0.8067,831129,2,0.0086697915037951,0.3707,0.004271,0.4622
1.4625,0.8067,831130,3,0.00269396714651993,0.3717,0.004304,0.4636
1.455,0.805,831201,4,-0.00566573753567734,0.3696,0.004291,0.4616
1.459,0.8034,831202,5,-0.00433840159859811,0.368,0.004277,0.4591
1.448,0.8034,831205,1,-0.0079116495073398,0.3651,0.004259,0.4572
1.451,0.8041,831206,2,0.00273523146459942,0.3661,0.004277,0.4578
1.439,0.8036,831207,3,-0.00109319497085503,0.3657,0.00428,0.4576
1.438,0.8021,831208,4,-0.00164203649374439,0.3651,0.004269,0.4549
1.437,0.8021,831209,5,-0.0019191232757878,0.3644,0.004231,0.4529
1.426,0.8005,831212,1,-0.00633174861420782,0.3621,0.004223,0.4504
1.415,0.7997,831213,2,-0.00248859522876521,0.3612,0.00424,0.4508
1.421,0.8004,831214,3,0.00110680697519117,0.3616,0.004255,0.4521
1.418,0.8004,831215,4,-0.000276586919202071,0.3615,0.004259,0.4524
1.417,0.7996,831216,5,-0.00360260885696362,0.3602,0.004249,0.4516
1.42,0.8002,831219,1,0.00277238880097452,0.3612,0.00424,0.4529
1.4185,0.8001,831220,2,-0.00138523363333687,0.3607,0.004254,0.4517
1.4245,0.8008,831221,3,0.00249204060852803,0.3616,0.004259,0.4516
1.431,0.8026,831222,4,0.00138178825357405,0.3621,0.004281,0.4549
1.432,0.8026,831223,5,0.00165562951726117,0.3627,0.004277,0.455
1.4345,0.8031,831227,2,0.00247831601446702,0.3636,0.004278,0.457
1.4355,0.8028,831228,3,0.00164880499018394,0.3642,0.004284,0.4568
1.4525,0.8033,831229,4,0.0106514730914677,0.3681,0.004312,0.4591
1.451,0.8036,831230,5,-0.00408330497937071,0.3666,0.004318,0.4587
1.42,0.8016,840103,2,-0.015947547217136,0.3608,0.004277,0.4495
1.4155,0.8009,840104,3,-0.00723229856185714,0.3582,0.004287,0.4471
1.41,0.7997,840105,4,-0.00531841701482128,0.3563,0.004289,0.4471
1.405,0.7998,840106,5,-0.00478267897168272,0.3546,0.004294,0.4456
1.392,0.7976,840109,1,-0.00878068238938812,0.3515,0.004278,0.4415
1.398,0.7985,840110,2,0.00595661951276893,0.3536,0.004278,0.4446
1.3975,0.7994,840111,3,-0.00283206079971854,0.3526,0.004263,0.4451
1.401,0.8,840112,4,0.00141703297057094,0.3531,0.004259,0.4461
1.412,0.8018,840113,5,0.0112645516660619,0.3571,0.004282,0.4498
1.4225,0.8024,840116,1,0.00279642240398426,0.3581,0.004286,0.4501
1.408,0.801,840117,2,-0.00700577336463737,0.3556,0.004271,0.4465
1.4115,0.8016,840118,3,0.00336889706610477,0.3568,0.004278,0.4478
1.417,0.8025,840119,4,0.00391608892075723,0.3582,0.004286,0.45
1.4015,0.802,840120,5,-0.010101095986504,0.3546,0.004267,0.446
1.4015,0.802,840123,1,0,0.3546,0.00427,0.4456
1.4015,0.8008,840124,2,-0.00254129742867248,0.3537,0.004267,0.4448
1.4065,0.8018,840125,3,0.00479481950911587,0.3554,0.004273,0.4467
1.4025,0.8014,840126,4,-0.00197155394097481,0.3547,0.004268,0.445
1.406,0.8012,840127,5,0.0016901412474053,0.3553,0.004271,0.4456
1.405,0.8003,840130,1,-0.00112644337453061,0.3549,0.004259,0.445
1.4035,0.801,840131,2,0.00225161930195883,0.3557,0.004261,0.445
1.4085,0.8016,840201,3,0.00811988221662285,0.3586,0.004268,0.4474
1.428,0.8029,840202,4,0.0152209940103551,0.3641,0.004282,0.4536
1.4325,0.8032,840203,5,0.00438476997394788,0.3657,0.004296,0.4554
1.4165,0.8022,840206,1,-0.00989290838374002,0.3621,0.004279,0.4492
1.411,0.8021,840207,2,0.00165562951726117,0.3627,0.004268,0.4482
1.4205,0.8028,840208,3,0.00467611909694665,0.3644,0.004276,0.4489
1.416,0.8026,840209,4,0.00137117805659859,0.3649,0.004271,0.4478
1.417,0.8021,840210,5,-0.00109679199368906,0.3645,0.004269,0.4478
1.42,0.8017,840213,1,0.0030132881312821,0.3656,0.004267,0.4472
1.438,0.8029,840214,2,0.0138532705766915,0.3707,0.00428,0.4543
1.437,0.8018,840215,3,0.00350074411646006,0.372,0.004278,0.4522
1.4465,0.8018,840216,4,0.00375637683447572,0.3734,0.004292,0.4566
1.4495,0.801,840217,5,-0.00214477294013415,0.3726,0.004288,0.4555
1.4465,0.8013,840221,2,-0.000805477288816858,0.3723,0.004278,0.4533
1.451,0.8003,840222,3,0.00855849032551825,0.3755,0.004283,0.4553
1.462,0.8001,840223,4,0.00478215576607532,0.3773,0.004284,0.4576
1.471,0.7985,840224,5,0.00791978796394921,0.3803,0.004286,0.46
1.4845,0.7991,840227,1,0.00837920587309693,0.3835,0.004286,0.4616
1.4875,0.7988,840228,2,-0.00156576232406203,0.3829,0.004281,0.4604
1.486,0.8003,840229,3,-0.00130667730600265,0.3824,0.004283,0.4597
1.486,0.7992,840301,4,0.0101470884949892,0.3863,0.004284,0.4618
1.483,0.7986,840302,5,-0.000258899677821445,0.3862,0.004385,0.4631
1.4825,0.7974,840305,1,0.00593779981328812,0.3885,0.004474,0.4719
1.483499,0.7957,840306,2,0.0138039001691579,0.3939,0.004491,0.4757
1.468,0.792,840307,3,-0.0132892321186826,0.3887,0.004454,0.469
1.466,0.7892,840308,4,0.00256937448648609,0.3897,0.004492,0.4714
1.4625,0.7856,840309,5,-0.00746944876552436,0.3868,0.004448,0.4681
1.4565,0.7916,840312,1,-0.00440472275827597,0.3851,0.004454,0.4655
1.4715,0.7861,840313,2,0.0095620317654207,0.3888,0.004478,0.4701
1.46,0.7861,840314,3,-0.00515730900714473,0.3868,0.00445,0.4666
1.4565,0.7874,840315,4,-0.00336657057575507,0.3855,0.00446,0.4659
1.4465,0.7863,840316,5,-0.0143699402829527,0.38,0.004416,0.4627
1.44,0.7828,840319,1,0.00157770214161768,0.3806,0.004424,0.4621
1.4375,0.7835,840320,2,-0.00421274977962283,0.379,0.004421,0.461
1.432,0.7844,840321,3,0.00263504763800515,0.38,0.004422,0.4612
1.428,0.7834,840322,4,-0.00474809649607444,0.3782,0.004409,0.4582
1.435,0.7833,840323,5,0.00790101555569001,0.3812,0.004433,0.4602
1.444,0.7814,840326,1,0.0127722314901436,0.3861,0.004451,0.464
1.4445,0.7814,840327,2,-0.00155521026680649,0.3855,0.004447,0.4642
1.451,0.7812,840328,3,0.00826664485479334,0.3887,0.004468,0.4664
1.447,0.7821,840329,4,-0.00748873738654887,0.3858,0.00446,0.4657
1.441,0.7834,840330,5,0.00284716123483875,0.3869,0.004454,0.4662
1.424,0.7827,840402,1,-0.0148420899264203,0.3812,0.004436,0.4614
1.4325,0.7824,840403,2,0.00392722065160955,0.3827,0.004443,0.4618
1.434,0.7821,840404,3,0.00182743817988762,0.3834,0.004443,0.4616
1.4155,0.7804,840405,4,-0.0110150602306776,0.3792,0.00443,0.4571
1.43,0.7827,840406,5,0.0070950238506039,0.3819,0.004438,0.4604
1.4265,0.7811,840409,1,-0.00367261692972998,0.3805,0.004435,0.4598
1.435,0.7821,840410,2,0.00210028956177744,0.3813,0.004438,0.4601
1.432,0.7827,840411,3,0.00340359014263447,0.3826,0.004482,0.4606
1.431,0.7829,840412,4,-0.00340359014263447,0.3813,0.00446,0.4593
1.424,0.7813,840413,5,-0.00657810555159477,0.3788,0.004436,0.4576
1.4205,0.781,840416,1,0.000527843770503078,0.379,0.004434,0.4566
1.4235,0.7814,840417,2,0.00158186165334651,0.3796,0.004451,0.4569
1.42,0.7809,840418,3,-0.00369491051141579,0.3782,0.00445,0.4568
